name;static_instructions;dynamic_instructions
extr_linuxdriversnetethernetmicrelksz884x.c_hw_reset_pkts.c;7;7
extr_radare2librutilidpool.c_get_msb.c;10;152
extr_linuxsoundpciac97ac97_codec.c_snd_ac97_spdif_mask_info.c;5;5
extr_reactosdllwin32comctl32treeview.c_TREEVIEW_ComputeItemRect.c;14;14
extr_linuxdriverssocqcomqmi_encdec.c_skip_to_next_elem.c;5;5
extr_FFmpeglibavformatspdifdec.c_spdif_read_header.c;4;4
extr_linuxdriversdmapl330.c__alloc_event.c;5;5
extr_tenginesrchttpngx_http_upstream.c_ngx_http_upstream_process_expires.c;4;4
extr_micropythonportspic16bitboard.c_led_state.c;4;4
extr_opensslcryptoececp_nistp521.c_felem_scalar.c;27;27
extr_linuxnettipcgroup.c_tipc_group_decr_active.c;8;8
extr_linuxdriverscryptoamcccrypto4xx_core.c_crypto4xx_get_n_sd.c;5;5
extr_FFmpeglibavcodecg723_1dec.c_cng_rand.c;8;8
extr_hashcatsrcmodulesmodule_10300.c_module_init.c;88;88
extr_tenginesrccorengx_string.c_ngx_filename_cmp.c;22;22
extr_gitalloc.c_alloc_commit_index.c;5;5
extr_linuxdriversgpudrmbochsbochs_mm.c_bochs_ttm_placement.c;32;32
extr_linuxfsstat.c_inode_set_bytes.c;6;6
extr_FFmpeglibavcodecevrcdec.c_interpolate_delay.c;36;36
extr_linuxblockblk-settings.c_blk_queue_prep_rq.c;2;2
extr_linuxdriversvfiovfio_iommu_spapr_tce.c_tce_iommu_find_free_table.c;5;5
extr_linuxdriversstagingmediazoranzoran_driver.c_map_mode_raw.c;7;7
extr_disquedepshiredisdict.c_dictGenHashFunction.c;15;2047
extr_libuicommonmatrix.c_uiDrawMatrixSetIdentity.c;6;6
extr_linuxtoolsperfuibrowsersannotate.c_disasm__cmp.c;4;4
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_op2_Slot_xt_flix64_slot0_set.c;7;7
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_op2p1_decode.c;6;6
extr_opensslcryptoenginetb_asnmth.c_ENGINE_set_pkey_asn1_meths.c;3;3
extr_linuxsoundpciemu10k1emumixer.c_snd_emu10k1_mixer_free_ac97.c;3;3
extr_linuxdriversnetethernetqlogicqedqed_init_ops.c_qed_init_store_rt_agg.c;15;195
extr_reactossdklibdriversipnetworkchecksum.c_ChecksumFold.c;5;5
extr_reactosbootfreeldrfreeldrlibinifileparse.c_IniGetNextLine.c;9;9
extr_linuxdriversmtdspi-norspi-nor.c_spi_nor_set_read_settings_from_bfpt.c;11;11
extr_linuxnetschedsch_fq_codel.c_fq_codel_bind.c;5;5
extr_linuxarchshkernelcpush2afpu.c_denormal_mulf.c;9;9
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192cu..wifi.h_set_hal_start.c;3;3
extr_brotlicencentropy_encode.c_Reverse.c;4;4
extr_torch7libTHTHHalf.c_TH_halfbits2float.c;19;19
extr_linuxdriversmediadvb-frontendscxd2880cxd2880_spi_device.c_cxd2880_spi_device_create_spi.c;13;13
extr_labenginecodegameg_items.c_Pickup_Armor.c;15;15
extr_radare2librasmpasm_x86_nz.c_oplgdt.c;4;4
extr_linuxdriversscsiisciport.c_sci_port_is_wide.c;4;4
extr_anypixelfirmwaredisplayThirdPartySPLsrcstm32f0xx_usart.c_USART_StructInit.c;13;13
extr_reactossdklib3rdpartylibxml2parser.c_namePop.c;7;7
extr_darwin-xnubsdnetpf.c_pf_state_lookup_aux.c;11;11
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_xsr_dbreakc0_Slot_inst_encode.c;2;2
extr_linuxdriversmediaplatformdavincidm644x_ccdc.c_ccdc_set_pixel_format.c;13;13
extr_reactosdlldirectxwinewined3dview.c_get_buffer_view_range.c;10;10
extr_tenginesrchttpngx_http_upstream.c_ngx_http_upstream_process_accel_expires.c;4;4
extr_obs-studiolibobsgraphicsvec2.h_vec2_zero.c;2;2
extr_radare2librasmarcharmaarch64aarch64.h_empty_qualifier_sequence_p.c;5;5
extr_linuxsoundpcihdahda_generic.c_cvt_from_vref_idx.c;4;4
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_combined3e2c5767_fld25xt_flix64_slot1_Slot_xt_flix64_slot1_set.c;13;13
extr_obs-studiodepsw32-pthreadspthread_barrierattr_setpshared.c_pthread_barrierattr_setpshared.c;13;13
extr_radare2librasmarcharcgnuarc-opc.c_lookup_register.c;14;14
extr_linuxdriversnetethernethisiliconhns3hns3vfhclgevf_main.c_hclgevf_init_roce_base_info.c;8;8
extr_emscriptentestsenetpacket.c_reflect_crc.c;17;2557
extr_FFmpeglibavcodectextdec.c_text_flush.c;6;6
extr_linuxdriversmediadvb-frontendsstv0900_sw.c_stv0900_get_lock_timeout.c;12;12
extr_linuxdriverss390ciodevice_pgid.c_nop_build_cp.c;10;10
extr_linuxtoolsperfutiltrace-event-parse.c_trace_find_next_event.c;16;16
extr_linuxdriversstagingwilc1000wilc_wlan.c_add_tcp_pending_ack.c;6;6
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rdtlb1_Slot_inst_encode.c;2;2
extr_linuxdriversnetwirelessathath9kmac.c_ath9k_hw_clear_queue_interrupts.c;9;9
extr_linuxdriversinfinibandcorecma.c_cma_set_rep_event_data.c;16;16
extr_linuxsoundpcihdapatch_realtek.c_alc662_fixup_usi_headset_mic.c;3;3
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_mov_n_Slot_xt_flix64_slot0_encode.c;2;2
extr_linuxdriversgpudrmamddisplayamdgpu_dmamdgpu_dm.c_set_multisync_trigger_params.c;7;7
extr_linuxsoundpcihdapatch_realtek.c_alc_fixup_bass_chmap.c;3;3
extr_linuxdriversmediaplatformmtk-mdpmtk_mdp_m2m.c_mtk_mdp_set_frame_size.c;7;7
extr_linuxdriversusbusbipvudc_tx.c_setup_base_pdu.c;6;6
extr_twemproxysrchashkitnc_md5.c_MD5_Init.c;5;5
extr_linuxfsgfs2recovery.h_gfs2_replay_incr_blk.c;8;8
extr_nginxsrchttpngx_http_copy_filter_module.c_ngx_http_copy_filter_init.c;6;6
extr_darwin-xnubsdnetif_bond.c_ifbond_flags_set_if_detaching.c;3;3
extr_linuxsoundcoreseqseq_midi_event.c_one_param_decode.c;4;4
extr_linuxdriverscryptonxnx-842.c_update_param.c;13;13
extr_linuxtoolsvmpage-types.c_bit_mask_ok.c;4;4
extr_radare2librcorepanels.c_handle_tab_next.c;6;6
extr_hashcatsrcmodulesmodule_06212.c_module_init.c;92;92
extr_reactosdlldirectxwined3dcompiler_43hlsl.yy.c_hlsl_set_lineno.c;2;2
extr_emscriptensystemliblibcmuslsrcregexregcomp.c_tre_purge_regset.c;5;5
extr_reactosdllwin32urlmonuri.c_find_file_extension.c;16;2812
extr_linuxarchs390kernelipl.c_scpdata_length.c;9;9
extr_linuxdriversmediadvb-frontendsas102_fe.c_as102_fe_read_ber.c;5;5
extr_nginxsrchttpmodulesngx_http_ssi_filter_module.c_ngx_http_ssi_set_variable.c;16;16
extr_reactosbaseapplicationsgameswinminemain.c_CheckLevel.c;26;26
extr_linuxarcharmmach-imxcpu.c_imx_set_soc_revision.c;2;2
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_bs4_decode.c;3;3
extr_hashcatsrcuser_options.c_user_options_postprocess.c;5;5
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_combined3e2c5767_fld75xt_flix64_slot3_Slot_xt_flix64_slot3_set.c;14;14
extr_wcdbandroidsqlciphersqlite3.c_incrAggDepth.c;5;5
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_wsr_intset_Slot_inst_encode.c;2;2
extr_nodemcu-firmwareappmodulesbme680.c_calc_heater_dur.c;19;19
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libutf32le.h_utf32le_wctomb.c;15;15
extr_linuxdriversnetwanlapbether.c_lapbeth_setup.c;8;8
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_ioctl_rtl.c_oid_rt_get_total_rx_bytes_hdl.c;5;5
extr_FFmpeglibavfiltervf_scale_qsv.c_frame_get_hdl.c;3;3
extr_linuxdriversmediausbstk1160stk1160-v4l.c_div_round_integer.c;7;7
extr_linuxnetmac80211rate.c_rc_send_low_basicrate.c;6;6
extr_kphp-kdbTLtl-parser-new.c_tl_type_finalize.c;2;2
extr_linuxnetwirelesswext-compat.c_cfg80211_set_key_mgt.c;9;9
extr_zstdliblegacyzstd_v02.c_ZSTD_resetDCtx.c;7;7
extr_linuxdriversnetethernetchelsiocxgbsubr.c_init_link_config.c;18;18
extr_labenginecoderenderergl1tr_shade.c_RB_BeginSurface.c;25;25
extr_linuxdriversmediai2cov5670.c_ov5670_enum_mbus_code.c;6;6
extr_linuxdriversttyserialserial_ks8695.c_ms_enable.c;9;9
extr_FFmpeglibavcodecvp9dsp_template.c_memset_bpc.c;10;1026
extr_obs-studiolibobsutilbase.c_base_set_log_handler.c;5;5
extr_linuxdriversnetethernetchelsiocxgb4cxgb4_ethtool.c_cxgb4_set_ethtool_ops.c;2;2
extr_linuxdriversnetwirelessbroadcombrcm80211brcmfmaccfg80211.c_brcmf_get_first_free_bsscfgidx.c;5;5
extr_linuxdriverslightnvmpblk.h_pblk_ppa32_to_ppa64.c;30;30
extr_FFmpeglibavutilhwcontext_qsv.c_map_frame_to_surface.c;10;10
extr_linuxsoundppcsnd_ps3.c_snd_ps3_bump_buffer.c;18;18
extr_linuxnetwirelesswext-compat.c_cfg80211_wext_giwrts.c;11;11
extr_linuxdriversthermalof-thermal.c_of_thermal_get_mode.c;5;5
extr_linuxdriversnetwirelessathath10khtt_rx.c_ath10k_htt_config_paddrs_ring_32.c;2;2
extr_hashcatsrcmodulesmodule_11100.c_module_init.c;86;86
extr_netdatalibnetdataadaptive_resortable_list..inlined.h_str2uint32_t.c;6;6
extr_FFmpeglibavformats337m.c_s337m_read_header.c;4;4
extr_linuxkernelcgroupcgroup-v1.c_pidlist_uniq.c;20;2803
extr_FFmpeglibavformatvividas.c_put_v.c;15;15
extr_linuxsoundpciice1712aureon.c_aureon_cs8415_rate_info.c;7;7
extr_linuxdriversscsicxgbicxgb4i..libcxgbi.h_cxgbi_sock_reset_wr_list.c;3;3
extr_linuxnetbridgebr_sysfs_br.c_set_group_fwd_mask.c;5;5
extr_linuxdriversnetwirelessbroadcombrcm80211brcmsmacphyphy_n.c_wlc_phy_txpwr_nphy_srom_convert.c;26;26
extr_linuxdriversmediapciintelipu3ipu3-cio2.c_cio2_video_g_input.c;3;3
extr_linuxdriversinfinibandhwocrdmaocrdma_verbs.c_get_encoded_page_size.c;12;129
extr_reactosdllwin32dbghelpdwarf.c_dwarf2_leb128_length.c;9;9
extr_darwin-xnuosfmki386commpagecommpage.c_commpage_set_spin_count.c;11;11
extr_labenginecodeq3_uiui_qmenu.c_Bitmap_Init.c;24;24
extr_darwin-xnulibkerncryptocorecrypto_sha1.c_setCount.c;3;3
extr_linuxdriversstagingrtl8723bscorertw_wlan_util.c_allocate_fw_sta_entry.c;4;4
extr_linuxlibzstdfse_decompress.c_FSE_buildDTable_rle.c;7;7
extr_linuxdriversdmati..dmaengine.h_dma_cookie_assign.c;9;9
extr_obs-studiodepslzmaliblzmacommonstream_flags_encoder.c_stream_flags_encode.c;5;5
extr_linuxdriversinfinibandhwqibqib_iba7322.c_qib_7322_get_base_info.c;18;18
extr_linuxdriversgpudrmmsmdispdpu1dpu_hw_interrupts.c_dpu_hw_intr_get_valid_interrupts.c;12;12
extr_linuxdriversgpudrmamdpowerplaysmumgrci_smumgr.c_ci_check_s0_mc_reg_index.c;5;5
extr_radare2shlrgrubfsfat.c_fat_log2.c;10;10
extr_reactossdklib3rdpartylibxml2uri.c_xmlNormalizeURIPath.c;59;1217
extr_radare2libranal..includer_endian.h_UT8_ADD.c;6;6
extr_linuxsoundsocintelboardsbyt-rt5640.c_byt_rt5640_quirk_cb.c;4;4
extr_hashcatsrcmodulesmodule_00030.c_module_init.c;86;86
extr_linuxdriversacpiprocessor_throttling.c_acpi_get_throttling_state.c;4;4
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_movgez_Slot_inst_encode.c;2;2
extr_reactosdlldirectxwined3dcompiler_43hlsl.tab.c_yystpcpy.c;10;4990
extr_linuxarcharmkernelbios32.c_pci_fixup_dec21285.c;5;5
extr_linuxdriversscsimvsasmv_64xx.c_mvs_64xx_spi_buildcmd.c;16;16
extr_hashcatdepsLZMA-SDKCLzmaEnc.c_CheckErrors.c;5;5
extr_openpilotpandatestssafetytest.c_set_toyota_rt_torque_last.c;2;2
extr_linuxdriversgpudrmamdamdgpuvce_v2_0.c_vce_v2_0_set_ring_funcs.c;3;3
extr_netdatalibnetdataclocks..inlined.h_str2ul.c;6;6
extr_linuxdriversinfinibandulpisertib_isert.c_isert_set_conn_info.c;8;8
extr_BGAQRCode-Androidzbarsrcmainjnizbarconvert.c_uv_roundup.c;26;26
extr_linuxdriversmediadvb-frontendsgp8psk-fe.c_gp8psk_fe_read_ber.c;3;3
extr_linuxarchpowerpcplatformscellspufsbacking_ops.c_spu_backing_restart_dma.c;3;3
extr_linuxdriversmediai2cov2685.c_ov2685_fill_fmt.c;9;9
extr_linuxdriversinfinibandswrxerxe_qp.c_rxe_qp_to_init.c;25;25
extr_darknetsrcstb_image.h_stbi__rewind.c;5;5
extr_linuxlibzstdcompress.c_ZSTD_resetSeqStore.c;6;6
extr_linuxdriverspcihotplugacpiphp_core.c_acpiphp_register_attention.c;15;15
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_mula_aa_ll_Slot_inst_encode.c;2;2
extr_h2odepshiredisasync.c_redisAsyncSetDisconnectCallback.c;5;5
extr_reactossdklibdriverslwipsrcsys_arch.c_sys_mbox_set_invalid.c;2;2
extr_linuxdriversinputkeyboardatkbd.c_atkbd_oqo_01plus_scancode_fixup.c;7;7
extr_linuxdriversstagingrtlwifibtcoexisthalbtcoutsrc.c_exhalbtc_set_chip_type.c;7;7
extr_anypixelfirmwarecontrollerThirdPartySPLsrcstm32f4xx_rtc.c_RTC_ByteToBcd2.c;22;22
extr_linuxdriversmediausbcx231xxcx231xx-video.c_cx231xx_swab.c;19;1153
extr_SoftEtherVPNsrcCedarLogging.c_SetMaxLogSize.c;4;4
extr_redisdepsjemallocsrcnstime.c_nstime_copy.c;3;3
extr_linuxfsnfsnfs4proc.c_nfs4_clear_cap_atomic_open_v1.c;4;4
extr_linuxscriptsunifdef.c_op_strict.c;12;12
extr_linuxdrivershidhid-lg4ff.c_lg4ff_raw_event.c;11;11
extr_linuxnetmac80211wpa.c_gcmp_hdr2pn.c;13;13
extr_radare2librasmarchxtensagnuxtensa-modules.c_Format_xt_format1_encode.c;2;2
extr_h2odepspicotlsdepscifrasrcocb.c_ocb_start_cipher.c;3;3
extr_linuxdriversinfinibandhwi40iwi40iw_hmc.c_i40iw_clr_sd_entry.c;15;15
extr_libuvtesttest-tcp-try-write.c_close_cb.c;2;2
extr_labenginecodeclientsnd_dma.c_S_ChannelFree.c;5;5
extr_Craftdepssqliteshell.c_strlen30.c;9;269
extr_linuxdriversscsibfabfa_ioc.c_bfa_ioc_auto_recover.c;2;2
extr_linuxdriversmtdnandrawsm_common.c_oob_sm_small_ooblayout_ecc.c;5;5
extr_FFmpeglibswscalergb2rgb.c_rgb16to24.c;35;3059
extr_linuxdriversoprofilecpu_buffer.c_oprofile_end_trace.c;2;2
extr_linuxsoundpcictxfictdaio.c_daio_in_next_conj_20k2.c;4;4
extr_linuxdriversnetethernetmellanoxmlx5corewq.h_mlx5_wq_ll_pop.c;5;5
extr_hashcatsrcmodulesmodule_13741.c_module_init.c;93;93
extr_linuxarchx86pcifixup.c_pci_fixup_piix4_acpi.c;2;2
extr_linuxsoundpciice1712ice1712.c_snd_ice1712_mixer_free_ac97.c;3;3
extr_linuxdriversusbtypectcpm.c_tcpm_copy_vdos.c;7;7
extr_linuxdriverspowerresetas3722-poweroff.c_as3722_poweroff_remove.c;7;7
extr_linuxmmfrontswap.c_frontswap_writethrough.c;2;2
extr_linuxdriversnetethernetmellanoxmlxswswitchx2.c_mlxsw_sx_to_ptys_upper_speed.c;4;4
extr_h2odepsklibbgzf.c_bgzf_set_cache_size.c;4;4
extr_linuxsoundpciintel8x0m.c_snd_intel8x0m_mixer_free_ac97.c;3;3
extr_linuxdriversnetethernettinetcp_ethss.c_keystone_get_ts_info.c;9;9
extr_linuxsoundpcics4281.c_snd_cs4281_capture_close.c;5;5
extr_anypixelfirmwarecontrollerThirdPartySPLsrcstm32f4xx_rtc.c_RTC_DateStructInit.c;7;7
extr_linuxdriversnetwirelessrealtekrtlwifirtl8188ee..wifi.h_set_hal_start.c;3;3
extr_linuxdriversnetethernetsamsungsxgbesxgbe_desc.c_sxgbe_prepare_tx_desc.c;8;8
extr_linuxdriversisdnhisaxisac.c_setstack_isac.c;3;3
extr_obs-studiodepsw32-pthreadspthread_mutexattr_getrobust.c_pthread_mutexattr_getrobust.c;12;12
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_combined3e2c5767_fld63xt_flix64_slot2_Slot_xt_flix64_slot2_set.c;7;7
extr_darknetsrcutils.c_top_k.c;47;635564
extr_kphp-kdbdhcpdhcp-data.c_dhcp_macaddr_load.c;12;47
extr_BGAQRCode-Androidzbarsrcmainjnizbardecoder.c_zbar_decoder_set_handler.c;3;3
extr_FFmpeglibavcodecac3enc.c_count_frame_bits_fixed.c;32;32
extr_reactossdklibrossymdwarfget.c_dwarfgetnref.c;12;12
extr_linuxsoundpciasihpihpicmn.c_subsys_get_adapter.c;8;8
extr_linuxdriversnetethernetsynopsysdwc-xlgmac-desc.c_xlgmac_init_desc_ops.c;15;15
extr_php-srcextxmlrpclibxmlrpcxmlrpc.c_XMLRPC_SetValueDouble.c;6;6
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_bnei_Slot_inst_encode.c;2;2
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_imm6lo_Slot_inst16b_set.c;7;7
extr_linuxdriversusbgadgetfile_storage.c_set_bulk_out_req_length.c;13;13
extr_reactosdlldirectxwinewined3dglsl_shader.c_glsl_vertex_pipe_shademode.c;5;5
extr_linuxdriversnetethernetmellanoxmlx5coreen_tc.c_get_flags.c;8;8
extr_linuxsoundpciens1370.c_snd_ensoniq_mixer_free_ac97.c;3;3
extr_reactosdllwin32riched20reader.c_RTFSetReadHook.c;2;2
extr_tenginesrchttpmodulesngx_http_addition_filter_module.c_ngx_http_addition_filter_init.c;10;10
extr_linuxdriversrapidiodevices....dmadmaengine.h_dma_set_residue.c;4;4
extr_labenginecodebspcl_utils.c_ConvertPath.c;10;529
extr_reactosdllwin32riched20reader.c_RTFSetClassCallback.c;5;5
extr_linuxdriversstagingcomedikcomedilib..comedidev.h_comedi_check_trigger_src.c;11;11
extr_linuxarcharmmach-pxaviper.c_viper_icr_clear_bit.c;5;5
extr_linuxdriversnetethernetqlogicqedqed_debug.c_qed_grc_dump_reg_entry_hdr.c;9;9
extr_hashcatdepsLZMA-SDKC7zBuf2.c_DynBuf_SeekToBeg.c;2;2
extr_kittyglfwwindow.c__glfwWindowForId.c;5;5
extr_h2odepspicotlsdepscifrasrccurve25519.naclref.c_mult121665.c;31;481
extr_reactosdllwin32xmllitereader.c_reader_init_strvalue.c;4;4
extr_linuxdriversgpudrmnouveaunvkmenginepmbase.c_nvkm_pm_oclass_get.c;4;4
extr_libuiunixdrawmatrix.c_c2m.c;13;13
extr_linuxdriversnetethernetintele1000emac.c_e1000_set_lan_id_single_port.c;2;2
extr_linuxsoundsocintelskylakeskl-topology.c_skl_tplg_d0i3_put.c;8;8
extr_masscansrclogger.c_LOG_add_level.c;2;2
extr_anypixelfirmwaredisplayThirdPartySPLsrcstm32f0xx_spi.c_I2S_StructInit.c;13;13
extr_os-tutorial22-malloclibcmem.c_memory_copy.c;11;1281
extr_linuxfsf2fsf2fs.h_f2fs_change_bit.c;9;9
extr_linuxdriversnetethernetnetronomenfpnfp_net_common.c_nfp_net_vector_assign_rings.c;20;20
extr_libuiunixOLD_table.c_uiTableSetRowBackgroundColorModelColumn.c;2;2
extr_linuxdriversscsiaic7xxxaic7xxx_osm.h_ahc_set_sense_residual.c;3;3
extr_libuvtesttest-watcher-cross-stop.c_recv_cb.c;2;2
extr_hashcatsrcmodulesmodule_04010.c_module_init.c;86;86
extr_obs-studiolibobscallback..utildarray.h_darray_init.c;4;4
extr_jqsrclexer.c_jq_yyset_lval.c;2;2
extr_linuxsoundpcics46xxcs46xx_lib.c_snd_cs46xx_mixer_free_ac97_bus.c;3;3
extr_FFmpeglibavformatmpegts.c_skip_identical.c;8;8
extr_linuxsoundsocqcomqdsp6q6routing.c_get_session_from_id.c;4;4
extr_linuxdriversgpudrmamddisplaydcgpiodiagnosticshw_translate_diag.c_dal_hw_translate_diag_fpga_init.c;2;2
extr_linuxsoundpciak4531_codec.c_snd_ak4531_info_double.c;13;13
extr_gitpack-objects.h_oe_set_delta_child.c;7;7
extr_darwin-xnubsddevi386stubs.c_copystr.c;21;52
extr_h2odepspicotlsdepscifrasrcbitops.h_write32_be.c;12;12
extr_anypixelfirmwaredisplayThirdPartySPLsrcstm32f0xx_rtc.c_RTC_StructInit.c;5;5
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_imm4_Slot_inst16a_set.c;7;7
extr_tigsrcui.c_file_finder_move.c;34;34
extr_linuxdriversnetethernetinteli40ei40e_txrx.h_set_ring_build_skb_enabled.c;3;3
extr_linuxdriversmediausbuvcuvc_ctrl.c_uvc_clear_bit.c;8;8
extr_hashcatsrcmodulesmodule_12000.c_module_init.c;89;89
extr_linuxdriverspcicontrollerdwcpcie-designware-plat.c_dw_plat_set_num_vectors.c;3;3
extr_linuxdriversvideofbdevcorefbcon_rotate.h_pattern_set_bit.c;14;14
extr_mpvaudiochmap.c_mp_chmap_from_lavc.c;10;10
extr_linuxdriversusbdwc3gadget.c_dwc3_gadget_endpoint_frame_from_event.c;3;3
extr_linuxarchs390pcipci_clp.c_clp_store_query_pci_fngrp.c;17;17
extr_micropythonportsstm32usbd_msc_storage.c_FLASH_STORAGE_StartStopUnit.c;3;3
extr_h2odepspicotlsdepscifrasrccurve25519.donna.c_fexpand.c;126;126
extr_openpilotpandaboardsafetysafety_honda.h_honda_init.c;4;4
extr_linuxnetsctpsocket.c_sctp_enter_memory_pressure.c;2;2
extr_reactosdllwin32xmllitereader.c_reader_init_cstrvalue.c;4;4
extr_linuxdriversnvmehostfc.c___nvme_fc_set_dev_loss_tmo.c;5;5
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_mul_da_ll_Slot_inst_encode.c;2;2
extr_linuxarchx86kernelcpumcheckmce.c_mce_centaur_feature_init.c;6;6
extr_linuxarcharmprobeskprobescheckers-common.c_checker_stack_use_none.c;3;3
extr_php-srcextmbstringlibmbflfiltersmbfilter_cp1252.c_mbfl_filt_ident_cp1252.c;8;8
extr_linuxsoundisaes18xx.c_snd_es18xx_info_hw_volume.c;7;7
extr_gitobject.c_object_list_contains.c;10;10
extr_linuxdriversnetethernetmellanoxmlx4main.c_mlx4_devlink_ierr_reset_set.c;4;4
extr_linuxdriversmediadvb-frontendsrtl2830.c_rtl2830_read_signal_strength.c;8;8
extr_linuxkernelgcovgcc_4_7.c_gcov_info_unlink.c;6;6
extr_linuxarchpowerpckvme500_mmu.c_kvmppc_set_sregs_e500_tlb.c;5;5
extr_labenginecodeuiui_shared.c_ItemParse_horizontalscroll.c;4;4
extr_linuxdriversstagingmediaimximx-media-internal-sd.c_find_intsd_by_grp_id.c;4;4
extr_linuxdriversinputjoystickadi.c_adi_get_bits.c;8;8
extr_linuxdriversdmaimx-sdma.c_sdma_get_pc.c;16;16
extr_php-srcexthashhash_sha.c_SHADecode64.c;1;1
extr_linuxdriversmtdnandrawlpc32xx_slc.c_lpc32xx_slc_ecc_copy.c;21;3577
extr_linuxdriversgpudrmamddisplaydcbiosdce112command_table_helper2_dce112.c_engine_bp_to_atom.c;7;7
extr_linuxdriversnetwirelessinteliwlwifimvmmvm.h_iwl_mvm_vif_set_low_latency.c;4;4
extr_obs-studiotesttest-inputsync-audio-buffering.c_fill_texture.c;15;1744
extr_linuxdriverswatchdogmoxart_wdt.c_moxart_wdt_set_timeout.c;3;3
extr_netdatacollectorstc.plugin....daemon..libnetdatainlined.h_str2uint32_t.c;6;6
extr_linuxdriversmediadvb-frontendsdib3000mb.c_dib3000mb_fe_get_tune_settings.c;3;3
extr_linuxsoundpciemu10k1emumixer.c_snd_emu10k1_efx_attn_info.c;7;7
extr_linuxfsext4indirect.c_add_chain.c;5;5
extr_linuxsoundsoccodecswm_adsp.c_wm_coeff_get_acked.c;4;4
extr_linuxdriversgpudrmamddisplaydcdce100dce100_hw_sequencer.c_get_max_pixel_clock_for_all_paths.c;4;4
extr_FFmpeglibavformatadp.c_adp_probe.c;5;5
extr_opensslcryptoeccurve25519.c_fe_neg.c;10;64
extr_linuxtoolsvirtiolinux......includelinuxvringh.h_vringh_kiov_init.c;6;6
extr_linuxdriversstagingvc04_servicesbcm2835-codecbcm2835-v4l2-codec.c_vb2_to_mmal_buffer.c;19;19
extr_linuxdriversmmchostsdhci-pci-core.c_mfd_emmc_probe_slot.c;9;9
extr_linuxdriversinfinibandhwqibqib_iba6120.c_qib_6120_tidtemplate.c;7;7
extr_linuxlibxzxz_lzma2.h_lzma_state_long_rep.c;8;8
extr_timescaledbsrcnethttp_response.c_http_parse_almost_done.c;3;3
extr_kphp-kdbdrinklessdl-utils.c_dl_zout_set_crc32_flag.c;3;3
extr_FFmpeglibavfiltervf_colormatrix.c_inverse3x3.c;76;76
extr_linuxdriversinputmousedev.c_mousedev_rel_event.c;7;7
extr_linuxdriversnetwirelessbroadcombrcm80211brcmfmacfweh.c_brcmf_fweh_p2pdev_setup.c;3;3
extr_linuxdriversnetethernetsamsungsxgbesxgbe_desc.c_sxgbe_set_tx_owner.c;2;2
extr_emscriptentestsopenjpeglibopenjpegpi.c_pi_next_lrcp.c;10;10
extr_linuxfsexofsore_raid.c__sp2d_max_pg.c;7;7
extr_reactosdll3rdpartylibxsltkeys.c_skipString.c;12;12
extr_darwin-xnuosfmkkerntimer_call.c_timer_longterm_dequeued_locked.c;4;4
extr_linuxdriversmtdnandrawsunxi_nand.c_sunxi_nfc_user_data_to_buf.c;10;10
extr_radare2librasmarcharmarmass64.c_countTrailingZeros.c;7;7
extr_Arduinotestsdevicetest_libcmemmove1.c_mymemmove.c;12;1282
extr_linuxdriversinfinibandulpipoibipoib_main.c_ipoib_set_dev_features.c;6;6
extr_darwin-xnubsddevdtracedtrace.c_dtrace_buffer_drop.c;2;2
extr_micropythonportsteensycoremk20dx128.c___cxa_guard_release.c;2;2
extr_linuxcryptoshash.c_shash_prepare_alg.c;29;29
extr_masscansrccrypto-blackrock2.c_bit_count.c;10;45
extr_linuxsoundpciac97ac97_patch.c_patch_vt1613.c;7;7
extr_linuxarchx86kvmsvm.c_svm_msrpm_offset.c;4;4
extr_raspberry-pi-osexerciseslesson042avenitosrcprintf.c_ui2a.c;52;72
extr_kphp-kdbpmemcachedpmemcached-index-disk.c_upgrade_header.c;4;4
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_imm7lo_Slot_inst16b_set.c;7;7
extr_linuxdriversgpudrmpanelpanel-samsung-ld9040.c_ld9040_clear_error.c;3;3
extr_darwin-xnubsdkernkpi_mbuf.c_mbuf_get_buffer_status.c;9;9
extr_darwin-xnubsdkernkpi_mbuf.c_mbuf_pkt_new_flow.c;9;9
extr_openpilotphonelibsnanovgnanovg.c_nvg__clearPathCache.c;4;4
