name;static_instructions;dynamic_instructions
extr_linuxarcharmprobeskprobescheckers-common.c_checker_stack_use_imm_x0x.c;8;8
extr_linuxkerneltimetick-broadcast.c_tick_set_periodic_handler.c;7;7
extr_linuxarchmipscavium-octeonoct_ilm.c_reset_statistics.c;3;3
extr_linuxdriversrascec.c_count_threshold_set.c;7;7
extr_linuxsoundpciac97ac97_patch.c_patch_yamaha_ymf743.c;13;13
extr_reactoswin32ssgdigdi32wineenhmfdrvgraphics.c_can_use_short_points.c;11;11
extr_opensslcryptobnbn_lib.c_BN_set_flags.c;2;2
extr_linuxsoundcoreseqseq_midi_emul.c_rpn.c;21;21
extr_linuxdriversmediapcisaa7134saa7134-video.c_format_by_fourcc.c;4;4
extr_linuxdriversisdni4lisdn_ppp.c_isdn_ppp_register_compressor.c;9;9
extr_jqsrcexecute.c_jq_set_debug_cb.c;3;3
extr_netdatalibnetdataclocks..inlined.h_str2uint64_t.c;6;6
extr_hashcatsrcmodulesmodule_13733.c_module_init.c;94;94
extr_linuxsoundisawsswss_lib.c_snd_wss_info_single.c;12;12
extr_linuxarchia64snpcipcibrpcibr_ate.c_find_free_ate.c;7;7
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_lddec_Slot_inst_encode.c;2;2
extr_linuxdriversstagingcomedidriversni_mio_common.c_ni_rtsi_insn_bits.c;3;3
extr_brotlicenchistogram.c_BlockSplitIteratorNext.c;4;4
extr_hashcatdepsLZMA-SDKC7zArcIn.c_CountDefinedBits.c;20;2430
extr_kphp-kdbvkextvkext_schema_memcache.c_tl_tree_inc_ref_nat_const_full.c;3;3
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192ee..wifi.h_set_hal_stop.c;3;3
extr_linuxdriversmediaplatformqcomvenushfi_venus.c_venus_set_qhdr_defaults.c;17;17
extr_linuxnetnetfilteripsetip_set_hash_ipmark.c_hash_ipmark4_data_next.c;3;3
extr_linuxfsreiserfsjournal.c_get_journal_list.c;2;2
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_mlme_ext.c_update_mgnt_tx_rate.c;2;2
extr_linuxdriversgpudrmamdamdgpudce_v8_0.c_dce_v8_0_set_irq_funcs.c;14;14
extr_radare2librasmarchxtensagnuxtensa-modules.c_Format_x24_encode.c;3;3
extr_robotjssrcdeadbeef_rand.c_deadbeef_srand.c;3;3
extr_linuxdriversnetethernetqualcommemacemac-mac.c_emac_mac_rx_tx_ring_init_all.c;37;37
extr_linuxdriversusbhostdwc_otgdwc_otg_cil.c_init_dma_desc_chain.c;35;35
extr_linuxdriversnetethernetchelsiolibcxgblibcxgb_cm.h_cxgb_compute_wscale.c;12;12
extr_linuxmmnommu.c_remap_vmalloc_range.c;6;6
extr_redissrcredis-benchmark.c_ipow.c;20;104
extr_linuxfsocfs2uptodate.c_ocfs2_metadata_cache_reset.c;8;8
extr_radare2librbinmanglingcxxcp-demangle.c_d_checkpoint.c;9;9
extr_linuxdriversstagingerofsinternal.h_set_inode_fast_symlink.c;2;2
extr_linuxdriversinfinibandhwcxgb4t4.h_t4_sq_consume.c;10;10
extr_linuxtoolsperfbuiltin-trace.c_trace__set_base_time.c;3;3
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_iii_Slot_inst_encode.c;2;2
extr_redissrcendianconv.c_memrev64.c;12;12
extr_linuxdriversmediausbttusb-decttusbdecfe.c_ttusbdecfe_dvbt_get_tune_settings.c;5;5
extr_php-srcsapifpmfpmfpm_trace_ptrace.c_fpm_trace_ready.c;3;3
extr_raspberry-pi-osexerciseslesson032bl4ckout31srcprintf.c_ui2a.c;52;72
extr_hashcatsrcmodulesmodule_07300.c_module_init.c;87;87
extr_linuxdriversgpudrmamdamdgpumxgpu_vi.c_xgpu_vi_mailbox_set_irq_funcs.c;5;5
extr_linuxdriversnetmacsec.c_macsec_set_shortlen.c;3;3
extr_linuxdrivershwmonina209.c_ina209_reg_from_interval.c;11;11
extr_linuxdriversmtdnandrawsm_common.c_oob_sm_ooblayout_ecc.c;5;5
extr_linuxdriversmtdnandrawgpmi-nandgpmi-nand.c_nand_boot_set_geometry.c;4;4
extr_linuxfsfatfat.h_fat_get_blknr_offset.c;10;10
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_s_Slot_inst16a_set.c;7;7
extr_wcdbrepairsqliterk_pager.c_sqliterkPagerGetParsedPageCount.c;9;9
extr_BGAQRCode-Androidzbarsrcmainjnizbardecoderdatabar.c_decode10.c;23;3325
extr_darwin-xnubsdvfsvfs_bio.c_buf_setdirtyoff.c;2;2
extr_linuxdriversclksunxi-ngccu_mp.c_ccu_mp_find_best.c;54;36840
extr_linuxnetnetfilteripvsip_vs_ctl.c_ip_vs_export_stats_user.c;21;21
extr_linuxdriversstagingrtl8188euhalbb_cfg.c_rtl88e_phy_init_bb_rf_register_definition.c;89;89
extr_reactosbootfreeldrfreeldrlibinffileinffile.c_InfGetDataField.c;12;12
extr_linuxarchshkernelcpush4softfloat.c_shift64RightJamming.c;10;10
extr_emscriptentestslzmalzmaLzmaDec.c_LzmaDec_InitRc.c;13;13
extr_opensslcryptoececp_nistp224.c_felem_diff_128_64.c;21;21
extr_linuxarcharmplat-oriongpio.c_orion_gpio_chip_find.c;4;4
extr_micropythonportsstm32usbhostCoreSrcusbh_core.c_USBH_FindInterface.c;4;4
extr_radare2librasmarcharmwinedbgbe_arm.c_arm_set_thumb.c;2;2
extr_How-to-Make-a-Computer-Operating-Systemsrcsdksrclibcsrcstringstrncat.c_strncat.c;19;1992
extr_linuxdriversnetethernetbroadcombnx2xbnx2x_init.h_bnx2x_init_fw_wrr.c;9;9
extr_linuxblockblk-settings.c_blk_queue_rq_timeout.c;2;2
extr_linuxdriversgpudrmamdamdkfdkfd_module.c_kgd2kfd_init.c;5;5
extr_redisdepsjemallocsrcctl.c_ctl_accum_arena_stats_u64.c;3;3
extr_linuxdriversatmlanai.c_eeprom_validate.c;5;5
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_wsr_ibreakenable_Slot_inst_encode.c;2;2
extr_linuxdriversnetethernetqlogicqlcnicqlcnic_minidump.c_qlcnic_82xx_cache_tmpl_hdr_values.c;18;18
extr_labenginecodegamebg_misc.c_BG_FindItemForPowerup.c;4;4
extr_php-srcextstandardcrypt_blowfish.c__crypt_output_magic.c;9;9
extr_labenginecodebotlibbe_interface.c_Init_AI_Export.c;151;151
extr_FFmpeglibavfiltervf_waveform.c_blend_hline.c;17;17
extr_linuxdriversthermalclock_cooling.c_clock_cooling_get_cur_state.c;5;5
extr_brotlictoolsbrotli.c_InitializeBuffers.c;8;8
extr_obs-studiopluginsobs-outputslibrtmpmd5.c_MD5_Init.c;5;5
extr_linuxtoolspoweracpios_specificservice_layersosunixxf.c_acpi_os_table_override.c;9;9
extr_FFmpeglibavcodecroqvideoenc.c_remap_codebooks.c;14;14
extr_linuxdriversgpudrmamddisplaydcdcn10dcn10_hubbub.c_hubbub1_get_blk256_size.c;4;4
extr_linuxdriversmediai2cmt9t001.c_mt9t001_enum_mbus_code.c;6;6
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libgbkext_inv.h_gbkext_inv_wctomb.c;32;32
extr_linuxsoundpcihdahda_local.h_snd_hda_override_wcaps.c;8;8
extr_FFmpeglibavformatfitsenc.c_fits_write_header.c;4;4
extr_libsodiumsrclibsodiumcrypto_scalarmulted25519ref10scalarmult_ed25519_ref10.c__crypto_scalarmult_ed25519_is_inf.c;16;132
extr_linuxlibucs2_string.c_ucs2_strnlen.c;16;1537
extr_php-srcextstandardcrypt_freesec.c_des_init_local.c;5;5
extr_linuxdriversnetethernetmicrelks8851_mll.c_ether_gen_crc.c;27;25531
extr_hashcatsrcmodulesmodule_07800.c_module_init.c;87;87
extr_linuxdriversnetethernetamdxgbexgbe-phy-v2.c_xgbe_init_function_ptrs_phy_v2.c;45;45
extr_radare2librbinmanglingcxxcp-demangle.c_d_make_empty.c;5;5
extr_linuxdriversnetwimaxi2400mi2400m-usb.h_edc_init.c;3;3
extr_FFmpeglibswscalergb2rgb_template.c_rgb16tobgr24_c.c;35;3059
extr_linuxfspstoreram.c_ramoops_pstore_open.c;6;6
extr_linuxdriversmediausbem28xxem28xx-dvb.c_prevent_sleep.c;4;4
extr_rufussrcbledbled.c_bled_init.c;9;9
extr_linuxdriversgpudrmmsmdispdpu1dpu_encoder.c_dpu_encoder_get_topology.c;11;11
extr_obs-studiolibobsaudio-monitoringosx....graphicsvec4.h_vec4_neg.c;13;13
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_wlan_util.c_is_IBSS_empty.c;6;6
extr_nginxsrchttpmodulesngx_http_range_filter_module.c_ngx_http_range_header_filter_init.c;6;6
extr_linuxsoundaoacodecstas.c_tas_snd_bass_info.c;9;9
extr_tenginesrchttpmodulesngx_http_gunzip_filter_module.c_ngx_http_gunzip_filter_init.c;10;10
extr_linuxdriversusbhostuhci-q.c_uhci_add_fsbr.c;3;3
extr_linuxtoolsperfbuiltin-diff.c_compute_ratio.c;12;12
extr_kphp-kdbmemcachedmemcached-data.c_get_hash.c;13;1537
extr_reactosmodulesrosteststestseditutils.c_strcpy_.c;9;4159
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rfdo_Slot_inst_encode.c;2;2
extr_linuxnettipcsocket.c_tipc_set_sk_state.c;9;9
extr_nginxsrchttpmodulesngx_http_browser_module.c_ngx_http_msie_variable.c;8;8
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_ioctl_rtl.c_oid_rt_supported_wireless_mode_hdl.c;5;5
extr_darwin-xnuosfmkkernclock.c_bintime2nsclock.c;3;3
extr_linuxsoundaoafabricslayout.c_layout_remove_codec.c;3;3
extr_raspberry-pi-osexerciseslesson031avenitosrcprintf.c_ui2a.c;52;72
extr_FFmpeglibavformatoggdec.c_data_packets_seen.c;4;4
extr_FFmpegtestsaudiogen.c_myrnd.c;10;10
extr_obs-studiodepslzmaliblzmalzmalzma_encoder_optimum_normal.c_make_literal.c;4;4
extr_netdatalibnetdatasocket..inlined.h_simple_hash.c;14;462
extr_linuxdriversgpudrmamdamdkfdkfd_device_queue_manager_v9.c_device_queue_manager_init_v9.c;5;5
extr_zstdliblegacyzstd_v03.c_ZSTD_resetDCtx.c;7;7
extr_ccvservescd.c_uri_scd_on_source_blob.c;2;2
extr_linuxdriversmediadvb-frontendsdvb-pll.c_tda665x_bw.c;3;3
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_combined3e2c5767_fld78xt_flix64_slot3_Slot_xt_flix64_slot3_set.c;14;14
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_retw_n_Slot_inst16b_encode.c;2;2
extr_reactosdllwin32comctl32listbox.c_LISTBOX_GetMaxTopIndex.c;7;7
extr_linuxsoundisasbemu8000_pcm.c_snd_emu8000_pcm_free.c;3;3
extr_kphp-kdbstatsxstatsx-data.c_set_incr_version.c;5;5
extr_linuxdriversnetcanusbkvaser_usbkvaser_usb_leaf.c_kvaser_usb_leaf_init_card.c;5;5
extr_linuxarchx86kvmvmx.c_vmx_patch_hypercall.c;3;3
extr_linuxcryptoskcipher.c_skcipher_walk_atomise.c;4;4
extr_hashcatsrcmodulesmodule_08500.c_module_init.c;87;87
extr_darwin-xnuosfmkarm64arm_vm_init.c_phystokv_range.c;15;15
extr_darknetsrcimage.c_constrain_image.c;6;6
extr_php-srcextopcachejitlibudis86udis86.c_ud_set_user_opaque_data.c;2;2
extr_darwin-xnubsdkernkern_descrip.c_fdgetf_noref.c;7;7
extr_opensslcryptoececx_meth.c_ecd_ctrl.c;4;4
extr_labenginecodebspcl_cmd.c_CRC_Init.c;3;3
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_ioctl_rtl.c_oid_rt_get_rx_retry_hdl.c;5;5
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_xor_Slot_xt_flix64_slot1_encode.c;2;2
extr_linuxsoundpcikorg1212korg1212.c_snd_korg1212_control_phase_info.c;9;9
extr_linuxarchumos-Linuxdriverstuntap_user.c_tuntap_user_init.c;3;3
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rsr_epc6_Slot_inst_encode.c;2;2
extr_mpvvideooutgpushader_cache.c_gl_sc_uniform_dynamic.c;2;2
extr_linuxdriversmediapcisolo6x10solo6x10-v4l2-enc.c_solo_enc_get_input.c;3;3
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rdtlb0_Slot_inst_encode.c;2;2
extr_opensslsslssl_conf.c_SSL_CONF_CTX_set_ssl_ctx.c;14;14
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp856.h_cp856_wctomb.c;20;20
extr_linuxdriversinfinibandcorecma.c_cma_set_ip_ver.c;6;6
extr_linuxdriversinfinibandcorecm_msgs.h_cm_rep_set_flow_ctrl.c;6;6
extr_h2odepsmrubysrcsymbol.c_symhash.c;26;2820
extr_tenginemodulesngx_http_lua_modulesrcngx_http_lua_log_ringbuf.c_ngx_http_lua_log_ringbuf_reset.c;7;7
extr_netdatalibnetdatapopen..inlined.h_str2ul.c;6;6
extr_linuxdriversinputtouchscreensur40.c_sur40_ioctl_parm.c;6;6
extr_reactosdllwin32jscriptlex.c_lex_error.c;5;5
extr_linuxdriversmediausbpvrusb2pvrusb2-hdw.c_pvr2_hdw_v4l_store_minor_number.c;7;7
extr_kphp-kdbtexttext-data.c_tree_lookup.c;12;12
extr_libgit2srctrailer.c_last_line.c;16;498
extr_linuxdriversfpgadfl.h_dfl_fpga_pdata_set_private.c;2;2
extr_linuxdriversdmaacpi-dma.c_acpi_dma_update_dma_spec.c;13;13
extr_linuxdriversstagingcomedidriversaddi_apci_1032.c_apci1032_cos_insn_bits.c;4;4
extr_linuxsoundpcihdapatch_sigmatel.c_stac92hd71bxx_fixup_hp_hdx.c;3;3
extr_obs-studiolibobsaudio-monitoringwin32....graphicsvec3.h_vec3_copy.c;3;3
extr_linuxdriversnetethernetciscoenicenic_ethtool.c_enic_set_ethtool_ops.c;2;2
extr_reactossdklibcrtwineundname.c_str_array_init.c;5;5
extr_linuxsoundpciau88x0au88x0_eq.c_vortex_Eqlzr_GetLeftGain.c;7;7
extr_linuxsoundsocintelskylakeskl-topology.c_skl_tplg_free_pipe_mem.c;4;4
extr_mimikatzmodulessqlite3_omit.c_transferJoinMarkings.c;8;8
extr_linuxsoundpcictxficthw20k1.c_dao_get_spos.c;4;4
extr_php-srcexthashhash_ripemd.c_RIPEMDEncode.c;23;1094
extr_SoftEtherVPNsrcMayaquaTcpIp.c_FreePacketTagVlan.c;6;6
extr_emscriptensystemlibpthreadlibrary_pthread_stub.c_emscripten_atomic_store_u32.c;3;3
extr_linuxdriversnetethernetrockerrocker_ofdpa.c_ofdpa_port_attr_bridge_flags_get.c;5;5
extr_reactosdllopenglmesavbfill.c_gl_set_vertex_function.c;26;26
extr_labenginecodegameg_target.c_SP_target_print.c;3;3
extr_linuxdriversphytiphy-omap-usb2.c_omap_usb_set_peripheral.c;5;5
extr_reactosdllopenglmesalines.c_gl_set_line_function.c;8;8
extr_linuxdriversmediapcibt8xxbttv-driver.c_format_by_fourcc.c;4;4
extr_emscriptensystemlibpthreadlibrary_pthread_stub.c_emscripten_atomic_store_f32.c;2;2
extr_linuxdriversacpisbs.c_battery_scale.c;9;1025
extr_linuxdriversgpudrmi915selftests..intel_ringbuffer.h_execlists_clear_all_active.c;2;2
extr_php-srcsapifpmfpmzlog.c_zlog_stream_set_wrapping.c;5;5
extr_zstdlibdictBuilderfastcover.c_FASTCOVER_convertToFastCoverParams.c;15;15
extr_FFmpeglibavcodecmjpegdec.c_decode_flush.c;3;3
extr_reactosdll3rdpartylibtifftif_dir.c_TIFFSetTagExtender.c;3;3
extr_linuxdriversnetcanvcan.c_vcan_setup.c;14;14
extr_linuxarchpowerpckvmbooke.c_set_guest_csrr.c;3;3
extr_linuxdriversstagingvt6656main_usb.c_vnt_set_options.c;30;30
extr_hashcatdepsLZMA-SDKCXzDec.c_XzUnpacker_Init.c;11;11
extr_kphp-kdbvkextvkext.c_write_buff_set_pos.c;3;3
extr_linuxdriversblockdrbddrbd_req.c_set_if_null_req_next.c;8;8
extr_linuxdriverss390netqeth_core_main.c_qeth_init_func_level.c;5;5
extr_skynetservice-srcservice_gate.c__parm.c;9;9
extr_linuxdriversgpudrmi915intel_dp_link_training.c_intel_dp_link_max_vswing_reached.c;4;4
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_label8_decode.c;5;5
extr_micropythonportsteensycoremk20dx128.c___cxa_guard_acquire.c;4;4
extr_linuxnetbatman-advdistributed-arp-table.c_batadv_hash_dat.c;40;106
extr_linuxdriversscsicsiostorcsio_hw.c_csio_evtq_start.c;4;4
extr_linuxarchpariscmath-emufpudispatch.c_parisc_linux_get_fpu_type.c;8;8
extr_reactosdll3rdpartylibtirpcsrcsvc.c_rpc_control.c;7;7
extr_FFmpeglibavcodecsbrdsp_fixed.c_sbr_qmf_deint_neg_c.c;15;356
extr_netdatalibnetdatainlined.h_str2uint32_t.c;6;6
extr_obs-studiopluginslinux-capturexcursor.c_xcursor_offset.c;3;3
extr_linuxdriversparportparport_sunbpp.c_parport_sunbpp_init_state.c;2;2
extr_linuxdriversttyvtvt.c_rgb_from_256.c;13;13
extr_linuxdriversgpudrmamddisplaydccalcsdcn_calcs.c_verify_clock_values.c;7;7
extr_linuxcryptoasymmetric_keysx509_cert_parser.c_x509_extract_key_data.c;6;6
extr_stbdeprecatedstb_image.c_start_mem.c;8;8
extr_linuxdriversstagingcomedidriverscomedi_8254.c_comedi_8254_set_busy.c;3;3
extr_opensslcryptoengineeng_lib.c_ENGINE_set_flags.c;3;3
extr_linuxsecurityselinuxnetlabel.c_selinux_netlbl_sk_security_reset.c;3;3
extr_labenginecodegameg_target.c_SP_target_laser.c;6;6
extr_opensslcryptodhdh_lib.c_DH_set_flags.c;2;2
extr_libuvsrcwinfs.c_fs__fchown.c;2;2
extr_linuxdriversscsicsiostorcsio_hw.c_csio_evtq_stop.c;3;3
extr_hashcatsrcmodulesmodule_00011.c_module_init.c;86;86
extr_linuxdriversmtdubikapi.c_ubi_do_get_volume_info.c;25;25
extr_netdatacollectorscups.plugin....libnetdatainlined.h_str2ull.c;6;6
extr_wcdbandroidsqlciphersqlite3.c_heightOfExpr.c;7;7
extr_php-srcextopcachejitlibudis86decode.c_inp_start.c;2;2
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192eeled.c__rtl92ee_init_led.c;4;4
extr_linuxfscephcaps.c_gcap_string.c;18;18
extr_linuxnetnetfilterxt_CLASSIFY.c_classify_tg.c;5;5
extr_linuxsounddriversaloop.c_loopback_rate_info.c;8;8
extr_linuxsoundpcictxfictdaio.c_daio_out_next_conj.c;4;4
extr_linuxdriversnetwirelessintelipw2x00libipw_geo.c_libipw_is_valid_channel.c;16;16
extr_Arduinotestshostcommonmd5.c_Encode.c;25;907
extr_lua-nginx-modulesrcngx_http_lua_capturefilter.c_ngx_http_lua_capture_filter_init.c;10;10
extr_reactosdlldirectxwinewined3dshader_sm4.c_shader_sm5_read_dcl_tessellator_domain.c;5;5
extr_linuxdriversnetwirelessbroadcomb43legacymain.c_b43legacy_setup_modes.c;21;21
extr_linuxdriversisdnhisaxl3ni1.c_ie_in_set.c;17;2155
extr_linuxdriversstagingmediaomap4ississ_video.c_iss_video_g_input.c;3;3
extr_The-Art-Of-Programming-By-Julyebookcodec6.9：Trie树.c_initTrieNode.c;5;5
extr_linuxarchx86math-emufpu_tags.c_FPU_settag.c;12;12
extr_linuxdriversgpudrmgma500psb_intel_drv.h_psb_intel_mode_set_pixel_multiplier.c;5;5
extr_linuxfsjfsjfs_dmap.c_dbGetL2AGSize.c;24;532
extr_linuxsoundusbmixer_us16x08.c_snd_us16x08_meter_info.c;7;7
extr_FFmpeglibavformathls.c_playlist_needed.c;9;9
extr_linuxdriversnetcanvxcan.c_vxcan_change_mtu.c;10;10
extr_reactosdlldirectxwined3dcompiler_43asmshader.yy.c_asmshader_set_lineno.c;2;2
extr_linuxdriversstagingvt6656card.c_vnt_get_cck_rate.c;11;11
extr_linuxdriversmessagefusionmptbase.c_mpt_event_deregister.c;5;5
extr_darwin-xnubsdkernkpi_mbuf.c_mbuf_get_status.c;9;9
extr_linuxdriverspciquirks.c_quirk_s3_64M.c;9;9
extr_reactosdllwin32msadp32.acmmsadp32.c_clamp_sample.c;6;6
extr_wcdbandroidsqlciphersqlite3.c_sqlite3_enable_shared_cache.c;3;3
extr_opensslcryptoevpevp_lib.c_EVP_CIPHER_CTX_set_cipher_data.c;3;3
extr_gitbuiltindescribe.c_process_commit.c;3;3
extr_emscriptentestsnbody-javaorg_apache_harmony_luni_platform_IMemorySystem.c_org_apache_harmony_luni_platform_IMemorySystem_PUT_MMAP_WRITE_COPY.c;2;2
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rsr_ptevaddr_Slot_inst_encode.c;2;2
extr_linuxarchx86kvmx86.c_kvmclock_reset.c;2;2
extr_FFmpeglibavcodecdecode.c_guess_correct_pts.c;25;25
extr_linuxsoundusbmixer_scarlett.c_scarlett_ctl_switch_info.c;9;9
extr_netdatacollectorsxenstat.plugin....libnetdatainlined.h_str2ull.c;6;6
extr_linuxdriversclocksourcetimer-stm32.c_stm32_timer_of_bits_set.c;3;3
extr_linuxfsadfsdir.c_adfs_match.c;5;5
extr_linuxdriversstagingdgncdgnc_tty.c_dgnc_set_custom_speed.c;20;20
extr_linuxdriversnetwirelessbroadcomb43main.c_b43_setup_bands.c;28;28
extr_linuxdriversnetethernetbroadcombnx2xbnx2x_sriov.c_bnx2x_iov_static_resc.c;10;10
extr_linuxdriversinfinibandhwqibqib_iba7322.c_qib_7322_init_ctxt.c;18;18
extr_linuxdriversmediadvb-frontendsgp8psk-fe.c_gp8psk_fe_get_tune_settings.c;3;3
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_addx8_Slot_inst_encode.c;2;2
extr_darwin-xnuosfmkarm64kpc.c_kpc_disable_whitelist.c;3;3
extr_tenginesrccorengx_md5.c_ngx_md5_init.c;4;4
extr_darwin-xnubsdmiscfsdevfsdevfs_fdesc_support.c_fdesc_inactive.c;5;5
extr_ccvserveparsers.c_form_data_parser_init.c;7;7
extr_php-srcextopensslopenssl.c_php_openssl_spki_cleanup.c;15;726
extr_kittyglfwnull_window.c_createNativeWindow.c;6;6
extr_linuxdriverss390chartty3270.c_tty3270_throttle.c;5;5
extr_linuxdriversmddm-raid.c_rs_set_cur.c;7;7
extr_micropythonportsstm32mbootelem.c_elem_search.c;7;7
extr_jqsrcjv.c_jvp_refcnt_inc.c;2;2
extr_opensslsslssl_lib.c_SSL_CTX_dane_clear_flags.c;5;5
extr_redissrcserver.c_preventCommandPropagation.c;3;3
extr_linuxdriversdmadmaengine.c_dma_async_tx_descriptor_init.c;2;2
extr_emscriptentestsfreealutsrcalutBufferData.c__alutBufferDataDetachData.c;2;2
extr_reactosdll3rdpartylibtifftif_swab.c_TIFFSwabArrayOfTriples.c;14;2046
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_r_Slot_inst_set.c;7;7
extr_linuxdriversgpiogpio-xtensa.c_enable_cp.c;3;3
extr_linuxdriversmdbcachebset.h_bch_keylist_reset.c;3;3
extr_linuxdriversmediadvb-frontendsitd1000.c_itd1000_get_frequency.c;5;5
extr_linuxnetschedsch_sfq.c_sfq_bind.c;5;5
extr_linuxdriversisdnhisaxisar.c_insert_dle.c;17;2811
extr_hashcatdepsLZMA-SDKCXzEnc.c_XzFilterProps_Init.c;6;6
extr_h2ot00unitlibhandler........libhandlerfastcgi.c_encode_length_of_pair.c;19;19
extr_linuxdriversstagingmediadavinci_vpfedm365_isif.c_isif_set_pixel_format.c;14;14
extr_linuxdriversmiscpti.c_pti_console_setup.c;4;4
extr_gitbuiltinsubmodule--helper.c_update_clone_start_failure.c;3;3
extr_linuxdriversnetethernetsamsungsxgbesxgbe_desc.c_sxgbe_set_rx_owner.c;2;2
extr_emscriptensystemliblibcmuslsrcconffpathconf.c_fpathconf.c;6;6
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_xsr_eps2_Slot_inst_encode.c;2;2
extr_linuxdriversstagingrtl8712rtl8712_recv.c_r8712_init_recvbuf.c;13;13
extr_linuxsamplesmicmpssdmpssd.c_change_virtblk_backend.c;4;4
extr_brotlicencblock_splitter.c_BrotliInitBlockSplit.c;5;5
extr_linuxdriversmediatunersfc0013.c_fc0013_get_if_frequency.c;3;3
extr_darwin-xnuosfmkkdpmlx86_64kdp_machdep.c_kdp_machine_get_breakinsn.c;3;3
extr_reactosdriversfilesystemsext2srcext3htree.c_ext3_inc_count.c;2;2
extr_linuxdriversmediadvb-frontendsbcm3510.c_bcm3510_get_tune_settings.c;5;5
extr_mongooseexamplesapi_serversqlite3.c_unixModeBit.c;7;7
extr_linuxdriversblockpktcdvd.c_pkt_set_state.c;2;2
extr_linuxnetsunrpcxprtsock.c_xs_tcp_check_fraghdr.c;4;4
extr_scrcpyappsrcstream.c_stream_init.c;4;4
extr_linuxdriversgpudrmdrm_dp_mst_topology.c_drm_dp_destroy_payload_step2.c;3;3
extr_linuxdriversmediai2ctvp7002.c_tvp7002_enum_dv_timings.c;5;5
extr_linuxsoundpciice1712ice1724.c_snd_vt1724_pro_peak_info.c;7;7
extr_reactosdriversfilesystemsbtrfscompress.c_lzo_nextbyte.c;7;7
extr_linuxdriversnetethernetchelsiocxgb4sge.c_txq_advance.c;7;7
extr_FFmpeglibavfilteravfiltergraph.c_formats_declared.c;6;6
extr_libuiunixdrawpath.c_uiDrawPathEnd.c;3;3
extr_nginx-rtmp-modulengx_rtmp_play_module.c_ngx_rtmp_play_postconfiguration.c;18;18
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_ioctl_rtl.c_oid_rt_get_small_packet_crc_hdl.c;5;5
extr_linuxdriversmediapcibt8xxdst_ca.c_put_command_and_length.c;10;10
extr_linuxsoundsocintelcommonsoc-acpi-intel-byt-match.c_byt_thinkpad10_quirk_cb.c;4;4
extr_linuxarchx86bootvideo-mode.c_mode_defined.c;5;5
extr_linuxdriversnetcanusbpeak_usbpcan_usb.c_pcan_usb_probe.c;5;5
extr_linuxdriversnetethernetcaviumthundernicvf_ethtool.c_nicvf_set_ethtool_ops.c;2;2
extr_reactosdriversbusacpiacpicautilitiesutclib.c_strcat.c;14;4359
extr_micropythonportsstm32usbhostClassHIDSrcusbh_hid.c_USBH_HID_SOFProcess.c;7;7
extr_emscriptentestssqlitesqlite3.c_pager_cksum.c;5;5
extr_linuxsoundusbline6pod.c_snd_pod_control_monitor_info.c;7;7
extr_hashcatsrcmodulesmodule_12700.c_module_init.c;88;88
extr_reactosbootfreeldrfreeldrlibmmmm.c_MmGetMemoryMap.c;4;4
extr_linuxdriversusbchipideaotg_fsm.c_a_wait_vfall_tmout.c;3;3
extr_opensslcryptoecec_key.c_EC_KEY_set_enc_flags.c;2;2
extr_libgit2srcindexer.c_git_indexer__set_fsync.c;5;5
extr_linuxtoolstestingselftestsbpftest_sockmap.c_running_handler.c;2;2
extr_linuxdriversgpudrmnouveaudispnv50head.c_nv50_head_atomic_check_procamp.c;33;33
extr_hashcatdepsLZMA-SDKCLzFindMt.c_MtSync_Init.c;3;3
extr_FFmpeglibavfilteraf_astats.c_update_minmax.c;6;6
extr_linuxdriversnetcaifcaif_virtio.c_cfv_netdev_setup.c;11;11
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libbig5hkscs2004.h_big5hkscs2004_reset.c;9;9
extr_kphp-kdbpmemcachedpmemcached-data.c_init_pmemcached_data.c;4;4
extr_linuxdriversacpidock.c_complete_dock.c;6;6
